0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
-0.00023663044,-0.090613246,-0.071103595,-0.023732334,-0.13976538,-0.14074832,-0.062757224,-0.13741142,-0.19171911,-0.09582737,-0.091003835,-0.24685915,0.06773868,-0.06498885,-0.23481983,0.006861955,-0.099074125,-0.31813937,-0.049184352,-0.1198051,-0.35894862,-0.071085066,-0.11348188,-0.37644202,0.06294337,0.019436002,-0.22375874,-0.05651024,0.0032108426,-0.2985033,-0.105077595,-0.031670034,-0.30256212,-0.09175399,-0.03891164,-0.30001867,0.031780094,0.08730626,-0.20914811,-0.094650716,0.068870544,-0.26779827,-0.13616556,0.02684325,-0.24875313,-0.11319587,0.009925902,-0.22572316,-0.012676716,0.13651592,-0.1976779,-0.11263156,0.1145044,-0.23771012,-0.14590168,0.07116848,-0.22634386,-0.13286015,0.0503574,-0.21119602
-0.031279087,-0.09205586,-0.051074438,-0.07179725,-0.16108322,-0.10679252,-0.10621682,-0.17941129,-0.14767848,-0.12898141,-0.1518982,-0.19070032,0.026076972,-0.11001098,-0.19995627,-0.04749897,-0.17997146,-0.26233938,-0.107822955,-0.17210525,-0.28145903,-0.12521547,-0.13941985,-0.28450647,0.03317064,-0.025699198,-0.19341326,-0.0959439,-0.05719894,-0.2537722,-0.14623949,-0.07716501,-0.24670137,-0.12927651,-0.07397002,-0.235323,0.013639331,0.04701495,-0.18243599,-0.12333071,0.02337563,-0.22979093,-0.17117622,-0.006455064,-0.20762481,-0.15028188,-0.014593184,-0.18268472,-0.020788282,0.09983826,-0.17267442,-0.12704092,0.076015174,-0.2069455,-0.16919377,0.038176715,-0.19644585,-0.16168913,0.02124077,-0.1806843
-0.08154929,-0.076958954,-0.044944398,-0.11711717,-0.1806587,-0.07599363,-0.09639263,-0.2633878,-0.097984314,-0.04058525,-0.3070364,-0.11866868,-0.014729351,-0.21699905,-0.09633538,0.01040107,-0.3246801,-0.13180378,0.0347746,-0.37221316,-0.15462838,0.06576842,-0.41493002,-0.16974914,0.038016796,-0.18865913,-0.08873557,0.04387206,-0.2776888,-0.120821685,0.06326872,-0.3396976,-0.13401493,0.08785272,-0.38713107,-0.14323175,0.0662958,-0.15240198,-0.081115924,0.014497638,-0.20862907,-0.11087141,-0.02151531,-0.232943,-0.11586203,-0.03568548,-0.23998445,-0.11602193,0.07272798,-0.11606759,-0.07604613,-0.008895218,-0.15364832,-0.10080843,-0.059043854,-0.16351539,-0.10318089,-0.08549312,-0.16045016,-0.10170809
-0.075945854,-0.08612043,-0.03794399,-0.105627686,-0.18843287,-0.070576824,-0.086788565,-0.26384145,-0.09571533,-0.041487783,-0.31348252,-0.120608926,-0.0020170212,-0.23607516,-0.10426703,0.017831206,-0.33153206,-0.15017532,0.03954351,-0.3796519,-0.18355739,0.07183021,-0.42826593,-0.20720378,0.046290696,-0.20728731,-0.10373594,0.03667736,-0.29692638,-0.14509656,0.057161927,-0.35478544,-0.16464502,0.08552194,-0.4034388,-0.17909934,0.07135749,-0.16121805,-0.10129355,-0.013351023,-0.18534774,-0.1341464,-0.07605952,-0.16265208,-0.1317237,-0.107851386,-0.13605362,-0.12776245,0.071392596,-0.105843306,-0.10169832,-0.028004736,-0.1126104,-0.13029401,-0.0898166,-0.10398191,-0.12953815,-0.12273887,-0.09196681,-0.12592733
-0.07248995,-0.099751234,-0.031672906,-0.095068455,-0.19998175,-0.07026854,-0.08024597,-0.27096814,-0.101657644,-0.04431492,-0.32488227,-0.13395414,0.010844052,-0.2490471,-0.123917006,0.023601174,-0.34202713,-0.18146604,0.047987163,-0.3995754,-0.22622506,0.085626245,-0.4524423,-0.25772378,0.059556127,-0.2123968,-0.12823173,0.04181677,-0.30997556,-0.17746563,0.05815512,-0.3827799,-0.20362647,0.086752,-0.44164306,-0.22506659,0.07967621,-0.15868086,-0.12775911,-0.018621266,-0.18757927,-0.15612581,-0.08180368,-0.16514897,-0.14303197,-0.10780251,-0.13420248,-0.13558513,0.07024354,-0.097203374,-0.13032779,-0.038390785,-0.109897494,-0.15417752,-0.09653121,-0.10402691,-0.14505252,-0.122002155,-0.09251326,-0.13721566
-0.0652695,-0.093438804,-0.033623498,-0.08705926,-0.19557327,-0.06549585,-0.07881594,-0.2706704,-0.09371794,-0.0409548,-0.32376164,-0.12167209,0.023276985,-0.26021284,-0.084391996,0.023345053,-0.34568396,-0.1332822,0.040405333,-0.40651822,-0.17085809,0.06867713,-0.46006185,-0.19743252,0.06724626,-0.2227245,-0.08958113,0.032505453,-0.31072822,-0.13459937,0.043623924,-0.3785845,-0.15956657,0.06487507,-0.44061387,-0.17684723,0.08279735,-0.16122055,-0.09401012,-0.02893889,-0.16783553,-0.124717034,-0.07908222,-0.13087857,-0.11235056,-0.09473699,-0.103078365,-0.10033856,0.07278758,-0.08865428,-0.10274335,-0.039278865,-0.08916175,-0.12712255,-0.0819653,-0.08068538,-0.11921705,-0.099828124,-0.07495183,-0.10961558
-0.059740543,-0.106080234,-0.024986815,-0.07709047,-0.20769823,-0.047481768,-0.06571421,-0.27841255,-0.07102741,-0.030946136,-0.3279021,-0.093292624,0.021486312,-0.2811319,-0.046605017,0.029438615,-0.3717509,-0.08407879,0.04291603,-0.42360824,-0.109079264,0.068214804,-0.4766007,-0.12500468,0.06650177,-0.24763095,-0.057316903,0.036610216,-0.33972,-0.094825394,0.0377672,-0.40180308,-0.11447439,0.048220128,-0.45983335,-0.12462968,0.088641375,-0.18759775,-0.06948923,-0.013782144,-0.17887664,-0.106009424,-0.07234132,-0.14149654,-0.10527639,-0.10020068,-0.11591989,-0.0967072,0.08483955,-0.11491603,-0.08478138,-0.015086025,-0.09378183,-0.10624713,-0.064367086,-0.08051193,-0.10145138,-0.09181169,-0.07669878,-0.093576886
-0.059740543,-0.106080234,-0.024986815,-0.07709047,-0.20769823,-0.047481768,-0.06571421,-0.27841255,-0.07102741,-0.030946136,-0.3279021,-0.093292624,0.021486312,-0.2811319,-0.046605017,0.029438615,-0.3717509,-0.08407879,0.04291603,-0.42360824,-0.109079264,0.068214804,-0.4766007,-0.12500468,0.06650177,-0.24763095,-0.057316903,0.036610216,-0.33972,-0.094825394,0.0377672,-0.40180308,-0.11447439,0.048220128,-0.45983335,-0.12462968,0.088641375,-0.18759775,-0.06948923,-0.013782144,-0.17887664,-0.106009424,-0.07234132,-0.14149654,-0.10527639,-0.10020068,-0.11591989,-0.0967072,0.08483955,-0.11491603,-0.08478138,-0.015086025,-0.09378183,-0.10624713,-0.064367086,-0.08051193,-0.10145138,-0.09181169,-0.07669878,-0.093576886
-0.055657685,-0.11153841,-0.018112222,-0.06815803,-0.21617329,-0.039172843,-0.05504644,-0.2813192,-0.06248232,-0.022028267,-0.32629853,-0.085441634,0.02400726,-0.28885224,-0.049727958,0.039884716,-0.3762812,-0.09007281,0.05987516,-0.42975256,-0.118710704,0.087736696,-0.48409438,-0.13791265,0.06966779,-0.24837804,-0.06449029,0.040382177,-0.32515806,-0.10363186,0.046670645,-0.38564086,-0.12347562,0.059912294,-0.4468652,-0.1344143,0.090280384,-0.18097079,-0.07959083,-0.018471986,-0.16808891,-0.10968724,-0.065712065,-0.13756686,-0.101899005,-0.08275303,-0.11997169,-0.09106514,0.08358088,-0.10221648,-0.09831563,-0.024434209,-0.07785952,-0.11635478,-0.06683791,-0.06975877,-0.108076066,-0.08578375,-0.07228303,-0.098425254
-0.051600754,-0.11099422,-0.0195295,-0.06386003,-0.21458793,-0.04255822,-0.052707374,-0.2760868,-0.066731185,-0.022682846,-0.32134438,-0.09187946,0.020459145,-0.29041854,-0.06053555,0.038472503,-0.3742202,-0.10096915,0.05967447,-0.42742768,-0.13028811,0.08803204,-0.4822946,-0.14978798,0.067046195,-0.24857837,-0.074050926,0.040341705,-0.32909283,-0.1103277,0.05175975,-0.39382246,-0.13006383,0.06598446,-0.45420682,-0.14230047,0.08871713,-0.17718929,-0.086942054,-0.016296834,-0.16153419,-0.115951836,-0.070500106,-0.13089305,-0.11105674,-0.09838703,-0.10806137,-0.10305871,0.082220525,-0.09414917,-0.10286217,-0.018080235,-0.0709365,-0.120648585,-0.06450957,-0.06648642,-0.11332634,-0.092810065,-0.06787473,-0.10524212
