0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
-0.07468611,-0.049988866,-0.020724548,-0.090027064,-0.18686253,-0.032330345,-0.023860931,-0.27074343,-0.044718675,0.030982256,-0.3284971,-0.057169225,-0.11202982,-0.2668782,-0.013125108,-0.14177519,-0.3217116,-0.048595276,-0.13395956,-0.23048687,-0.073734656,-0.11658013,-0.15147984,-0.0862589,-0.06468046,-0.28649014,-0.020237874,-0.10924125,-0.35496444,-0.056046285,-0.11033195,-0.24538058,-0.07099995,-0.09340626,-0.15268528,-0.0719344,-0.01321578,-0.2801072,-0.032346927,-0.05960864,-0.37105596,-0.06910403,-0.06589824,-0.2584868,-0.07182351,-0.05494535,-0.16692632,-0.065847255,0.03360206,-0.25323892,-0.045787983,-0.01863265,-0.23243576,-0.08231623,-0.020288289,-0.14176965,-0.08703564,-0.0034897923,-0.09010315,-0.08315014
-0.07468611,-0.049988866,-0.020724548,-0.090027064,-0.18686253,-0.032330345,-0.023860931,-0.27074343,-0.044718675,0.030982256,-0.3284971,-0.057169225,-0.11202982,-0.2668782,-0.013125108,-0.14177519,-0.3217116,-0.048595276,-0.13395956,-0.23048687,-0.073734656,-0.11658013,-0.15147984,-0.0862589,-0.06468046,-0.28649014,-0.020237874,-0.10924125,-0.35496444,-0.056046285,-0.11033195,-0.24538058,-0.07099995,-0.09340626,-0.15268528,-0.0719344,-0.01321578,-0.2801072,-0.032346927,-0.05960864,-0.37105596,-0.06910403,-0.06589824,-0.2584868,-0.07182351,-0.05494535,-0.16692632,-0.065847255,0.03360206,-0.25323892,-0.045787983,-0.01863265,-0.23243576,-0.08231623,-0.020288289,-0.14176965,-0.08703564,-0.0034897923,-0.09010315,-0.08315014
-0.072265625,-0.05194527,-0.016363896,-0.08790171,-0.18302214,-0.02787728,-0.0256868,-0.2671427,-0.041195612,0.02839911,-0.32279456,-0.054265287,-0.106212795,-0.25370783,-0.015320636,-0.1310705,-0.31144714,-0.05080267,-0.12370148,-0.22060192,-0.07454625,-0.10783559,-0.1438356,-0.086044304,-0.058685362,-0.26718664,-0.02335489,-0.098863184,-0.34135365,-0.064007364,-0.09590626,-0.2312395,-0.07836019,-0.07625699,-0.13776153,-0.07724408,-0.008834124,-0.2584256,-0.035579797,-0.050797105,-0.35854813,-0.07372103,-0.058275044,-0.25490886,-0.075801894,-0.048985243,-0.16396391,-0.0679568,0.038643718,-0.23305118,-0.04844029,-0.004463911,-0.24242544,-0.08299599,-0.0128471255,-0.16618603,-0.08697342,-0.0051369667,-0.11349076,-0.08237838
-0.05259478,-0.048939943,-0.014737898,-0.06455365,-0.17548704,-0.02719235,-0.012188017,-0.26271176,-0.04252312,0.034895897,-0.3167126,-0.05861063,-0.08831859,-0.2532261,-0.0151356235,-0.1078732,-0.3147461,-0.051749952,-0.09807795,-0.22090942,-0.07608459,-0.08232713,-0.14198518,-0.088140324,-0.057122946,-0.25836098,-0.026042864,-0.08847204,-0.33085996,-0.065358214,-0.080843955,-0.22160232,-0.0791905,-0.061702132,-0.13590962,-0.07899912,-0.021934927,-0.2432285,-0.04101814,-0.062051415,-0.34007898,-0.08017649,-0.059446394,-0.23496622,-0.07854747,-0.04295951,-0.15065807,-0.067996666,0.010789752,-0.21150637,-0.056328032,-0.03145933,-0.22341454,-0.08971788,-0.02982992,-0.14872175,-0.08855557,-0.013027668,-0.105733454,-0.08034778
-0.0652771,-0.046613574,-0.014218661,-0.081023544,-0.17736751,-0.024168866,-0.028917313,-0.26532626,-0.037674755,0.015960932,-0.32194608,-0.051565997,-0.10094291,-0.25892538,-0.00972102,-0.12620047,-0.3124284,-0.04540883,-0.116799444,-0.21719033,-0.06933027,-0.09976035,-0.13995528,-0.081009634,-0.06418908,-0.26881123,-0.020879919,-0.10098794,-0.3370515,-0.060652755,-0.093373984,-0.2245338,-0.074888736,-0.071725935,-0.13812286,-0.07375804,-0.021683395,-0.25618654,-0.036639996,-0.062874496,-0.35279104,-0.075847924,-0.062630475,-0.24772209,-0.077604406,-0.04609263,-0.16618413,-0.06893925,0.02058649,-0.22756481,-0.052801747,-0.013449848,-0.23978204,-0.085787036,-0.015784085,-0.17088574,-0.088094965,-0.0027788281,-0.13091832,-0.08257642
-0.06981143,-0.050002635,-0.022050956,-0.08648604,-0.1804493,-0.03528959,-0.030931592,-0.26801348,-0.051437598,0.017721355,-0.3239139,-0.06581389,-0.10394195,-0.25957236,-0.012671907,-0.12918612,-0.32245767,-0.051858798,-0.12162581,-0.22976092,-0.07743213,-0.10640168,-0.15401202,-0.08893399,-0.058767617,-0.27041596,-0.019882418,-0.09167564,-0.34410673,-0.061427187,-0.08948612,-0.2349568,-0.07435785,-0.07318249,-0.15060872,-0.07163674,-0.008652568,-0.25785932,-0.033071302,-0.03983909,-0.35283726,-0.07147771,-0.045270562,-0.23785871,-0.06754878,-0.035999954,-0.1489659,-0.054149956,0.04197836,-0.22913873,-0.048478894,0.016373932,-0.26104113,-0.077600665,-0.00082618,-0.18840897,-0.07549995,-0.0047951937,-0.13673496,-0.06644629
-0.06981143,-0.050002635,-0.022050956,-0.08648604,-0.1804493,-0.03528959,-0.030931592,-0.26801348,-0.051437598,0.017721355,-0.3239139,-0.06581389,-0.10394195,-0.25957236,-0.012671907,-0.12918612,-0.32245767,-0.051858798,-0.12162581,-0.22976092,-0.07743213,-0.10640168,-0.15401202,-0.08893399,-0.058767617,-0.27041596,-0.019882418,-0.09167564,-0.34410673,-0.061427187,-0.08948612,-0.2349568,-0.07435785,-0.07318249,-0.15060872,-0.07163674,-0.008652568,-0.25785932,-0.033071302,-0.03983909,-0.35283726,-0.07147771,-0.045270562,-0.23785871,-0.06754878,-0.035999954,-0.1489659,-0.054149956,0.04197836,-0.22913873,-0.048478894,0.016373932,-0.26104113,-0.077600665,-0.00082618,-0.18840897,-0.07549995,-0.0047951937,-0.13673496,-0.06644629
-0.07292837,-0.058659196,-0.016177654,-0.08035642,-0.18789011,-0.026818858,-0.010395229,-0.2616326,-0.04006882,0.047389925,-0.31139386,-0.05280794,-0.101201564,-0.26137245,-0.009768826,-0.12847903,-0.31682748,-0.04424765,-0.1201525,-0.22744173,-0.0678529,-0.10432008,-0.1558361,-0.079838924,-0.053591132,-0.2736985,-0.018473888,-0.08838275,-0.34108675,-0.0560173,-0.085308194,-0.23626822,-0.07073466,-0.07112986,-0.15267062,-0.07137016,-0.005163789,-0.26212126,-0.03186528,-0.03751546,-0.3554226,-0.06637986,-0.04326731,-0.2548301,-0.06805822,-0.036197424,-0.1723823,-0.06179728,0.040902197,-0.23372093,-0.046508584,0.006076753,-0.23410627,-0.07698963,-0.00045627356,-0.16085249,-0.08066489,0.0072434545,-0.11633593,-0.07734417
-0.07455313,-0.058687806,-0.018564839,-0.08396271,-0.18220598,-0.032677222,-0.01920265,-0.258238,-0.04816214,0.031826794,-0.31220108,-0.06292564,-0.102764845,-0.25748426,-0.019390326,-0.12405163,-0.3127262,-0.056771357,-0.115509,-0.22196686,-0.081113786,-0.10035753,-0.14811659,-0.09346563,-0.054075718,-0.26703233,-0.027476504,-0.08470148,-0.33816767,-0.07125687,-0.080771595,-0.22928452,-0.087280564,-0.065280676,-0.13736808,-0.087242246,-0.0034917593,-0.25405785,-0.040042613,-0.036448777,-0.35350275,-0.07825976,-0.042918324,-0.2645364,-0.08379367,-0.03693956,-0.18493319,-0.07948225,0.043613315,-0.22323662,-0.053452823,0.014498055,-0.23373401,-0.08785471,0.015311062,-0.17983675,-0.09631978,0.027157247,-0.14734763,-0.096083805
-0.07123935,-0.05611223,-0.023785986,-0.084258646,-0.18005663,-0.038328618,-0.02135849,-0.2591868,-0.053456414,0.028778553,-0.31433436,-0.0669434,-0.10376817,-0.2566972,-0.01598388,-0.12876123,-0.30753183,-0.053374223,-0.12031996,-0.21854627,-0.07891733,-0.10524765,-0.14585543,-0.0907754,-0.054220498,-0.2680635,-0.01972548,-0.08839589,-0.33488858,-0.060864203,-0.08604619,-0.22709137,-0.07473187,-0.071522474,-0.1402368,-0.07262678,-0.0025795698,-0.25621307,-0.028624916,-0.0332821,-0.35025835,-0.06604856,-0.041487813,-0.24718606,-0.06485216,-0.035668194,-0.16157264,-0.053613022,0.045823574,-0.22744602,-0.03938035,0.014477551,-0.25220835,-0.0709675,0.0043025017,-0.18342727,-0.07132377,0.0078029633,-0.13448703,-0.06317355
